RLV Sizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO Mission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lng_LS=,143.456784,latg_LS=,42.504038,g0=,9.806650135,GM=,3.98601E+14,Re=,6378.142,Rp=,6356.757,Omega=,0.004178075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Event Title,time,h,s,lng,latg,longiip,latgiip,ha,hp,inc,argp,asnd,tanm,vi,fpvgd,azvgd,weight,Fvac,Fr,eularGDB[1],eularGDB[2],eularGDB[0],qbi[0],qbi[1],qbi[2],qbi[3],axb,q,alphat,alpha,beta,alphaq,M,vr,va,P,Q,R,MASUDA.Elevation,OGASAWARA.Elevation,GUAM.Elevation,TAIKI.Elevation,TAIKI-SEIKA.Elevation,NEMURO.Elevation,weight,Vlossxb,Vlossg,Vlossaoa,Vlossbp,Vlossyzb,Videal,Vgain,MainEngine.Wp,2ndEngine.Wp
,35,2.11738851,0.242095555,143.4597229,42.50382924,143.4738957,42.50287213,-6.635616531,-6371.03773,42.31367651,270.4704061,53.03352989,179.9528921,397.8654419,20.21496536,90.38534715,25277.20173,495000,404740.6409,80.83535039,95.29053373,0.158425826,0.38969396,0.05729118,-0.763521737,0.511752767,15.76873851,9645.074139,0,0,0,0,0.419356016,140.6996356,139.255826,0,0,0,-7.709923014,-7.668942255,-14.52913414,7.56384868,0.431696591,-0.272315731,25277.20173,-2.318235452,55.372389,0.003924353,134.1360445,0,618.64827,482.1928325,16184.72423,4683
,36,2.257765581,0.273283277,143.460101,42.50380117,143.4760771,42.50269892,-6.411540945,-6370.939159,42.31396605,270.517021,52.97821206,179.9505524,402.3192879,20.86820032,90.42565483,25115.93671,495000,406305.9826,80.35705689,95.60616118,0.464854617,0.386245693,0.059077861,-0.765187449,0.511675912,15.91320461,10362.27475,2.80058E-15,2.80058E-15,0,2.90204E-11,0.43848688,146.953613,145.366489,0,0,0,-7.705385935,-7.664278444,-14.52667511,8.064557146,0.497769775,-0.231094621,25115.93671,-2.571817154,58.81640117,0.003924353,137.6873108,0,638.2938688,498.0335834,16023.45921,4683
,37,2.404036817,0.307121313,143.4605112,42.50377026,143.4784724,42.50250242,-6.176215784,-6370.833942,42.31431794,270.5678749,52.91731712,179.9481212,407.0122773,21.51509655,90.4697392,24954.67169,495000,407913.518,79.87371683,95.90867227,0.757421534,0.382745915,0.060863932,-0.76685911,0.511593836,16.06031859,11108.8923,6.7122E-15,4.02732E-15,5.36976E-15,7.45651E-11,0.458180097,153.3722257,151.631083,0,0,0,-7.70066214,-7.659418514,-14.52411178,8.58210055,0.566606174,-0.188124226,24954.67169,-2.846654618,62.36430513,0.003924353,141.1980792,0,658.0660157,514.0201244,15862.19419,4683
,38,2.556324662,0.343766608,143.4609553,42.50373622,143.4810965,42.50228023,-5.929278866,-6370.721797,42.31474231,270.623064,52.85072272,179.9455942,411.948466,22.15473686,90.51768408,24793.40666,495000,409561.9488,79.38627699,96.20096006,1.038955183,0.379199773,0.062643259,-0.7685334,0.511507349,16.21007865,11884.40522,5.75965E-15,2.57579E-15,-5.15159E-15,6.845E-11,0.478452991,159.9590406,158.0526418,0,0,0,-7.695748014,-7.654358325,-14.52144186,9.116231335,0.638261365,-0.143365852,24793.40666,-3.143937538,66.01454475,0.003924353,144.666154,0,677.9663516,530.1551025,15700.92917,4683
,39,2.714752423,0.383379899,143.4614353,42.50369877,143.4839649,42.50202976,-5.670360382,-6370.602442,42.31525058,270.6826975,52.77828899,179.9429669,417.1315042,22.78625603,90.56958523,24632.14164,495000,411249.8516,78.89562804,96.48525144,1.31161989,0.375612367,0.0644103,-0.770207253,0.511417101,16.36248203,12688.11229,1.33166E-14,1.23641E-14,-4.94564E-15,1.68962E-10,0.499323412,166.7176016,164.6341907,0,0,0,-7.690639924,-7.649093704,-14.51866302,9.6666427,0.712791074,-0.096780307,24632.14164,-3.464877576,69.7654237,0.003924353,148.0893516,0,697.9965494,546.4411627,15539.66415,4683
,40,2.879444233,0.426125567,143.4619532,42.50365759,143.4870936,42.50174829,-5.399083377,-6370.475583,42.31585497,270.7468476,52.69992627,179.9402347,422.5648277,23.40883058,90.62550466,24470.87662,495000,412975.6777,78.40213979,96.75912081,1.57301001,0.371989077,0.06616775,-0.771878984,0.511320634,16.51752428,13519.15948,5.93875E-15,5.93875E-15,0,8.0287E-11,0.520810505,173.6514352,171.3789886,0,0,0,-7.685334221,-7.643620442,-14.51577294,10.23296661,0.790251131,-0.048327895,24470.87662,-3.810705852,73.61511638,0.003924353,151.4655058,0,718.1583153,562.8809461,15378.39912,4683
,41,3.050525005,0.472171578,143.4625109,42.50361237,143.4904992,42.5014329,-5.115064018,-6370.340914,42.31656891,270.8155856,52.61554672,179.9373927,428.2516868,24.02167954,90.68550326,24309.6116,495000,414737.7523,77.90431659,97.03648742,1.836705759,0.368308238,0.067903296,-0.77355468,0.511225333,16.67519469,14376.70214,1.33633E-14,1.25587E-14,-4.5668E-15,1.9212E-10,0.542937944,180.7640487,178.291575,0,0,0,-7.679827237,-7.637934301,-14.51276926,10.81477205,0.870697423,0.00203159,24309.6116,-4.182669501,77.56167806,0.003924353,154.7924737,0,738.4533891,579.4770884,15217.1341,4683
,42,3.228120218,0.521690095,143.4631105,42.50356277,143.4941996,42.50107962,-4.817917309,-6370.19807,42.31741087,270.8892795,52.52466124,179.9344357,434.1960075,24.62397302,90.74991222,24148.34658,495000,416534.2738,77.39942113,97.33573432,2.12052309,0.36453367,0.069599208,-0.775245039,0.511142137,16.83547679,15259.87425,1.18265E-14,1.09806E-14,4.39224E-15,1.8047E-10,0.565733236,188.0589825,185.3775155,0,0,0,-7.674115295,-7.632031016,-14.50964959,11.41156289,0.954185748,0.054338814,24148.34658,-4.582041296,81.60304748,0.003924353,158.068141,0,758.8835453,596.2322055,15055.86908,4683
,43,3.412355745,0.574857849,143.4637541,42.5035084,143.498213,42.50068471,-4.507249027,-6370.046705,42.31839896,270.9680839,52.42706967,179.9313585,440.4008405,25.21499906,90.81886835,23987.08156,495000,418363.3129,76.89321834,97.62510966,2.393390605,0.360733302,0.071276318,-0.77692781,0.511052199,16.99838099,16166.64478,1.04071E-14,9.51013E-15,-4.22673E-15,1.68248E-10,0.58920687,195.5397235,192.6365593,0,0,0,-7.66819471,-7.625906294,-14.50641154,12.02277639,1.040771679,0.10863487,23987.08156,-5.010091851,85.73705249,0.003924353,161.2904289,0,779.4505942,613.148916,14894.60406,4683
,44,3.603357889,0.631855033,143.4644439,42.50344888,143.5025573,42.5002446,-4.182679646,-6369.886491,42.31955089,271.0520064,52.32277,179.9281561,446.8678522,25.79402408,90.89237519,23825.81653,495000,420222.816,76.38616321,97.90398174,2.654688444,0.356912053,0.072935431,-0.778601348,0.510954156,17.15846314,17095.08879,4.06967E-15,0,-4.06967E-15,6.95714E-11,0.613376796,203.208487,200.0706724,0,0,0,-7.662061794,-7.619555822,-14.5030527,12.64778392,1.130510577,0.16496131,23825.81653,-5.469309648,89.96143146,0.003924353,164.4572993,0,800.1563827,630.2286162,14733.33904,4683
,45,3.801248438,0.692863876,143.465182,42.50338381,143.5072494,42.49975582,-3.843974198,-6369.717161,42.32088437,271.1409831,52.2118535,179.9248264,453.5938618,26.35969384,90.97037365,23664.55151,495000,422110.5603,75.87884259,98.17317776,2.905226317,0.35307441,0.074574596,-0.780263789,0.510847835,17.31555856,18041.76944,9.65352E-15,8.82149E-15,3.92066E-15,1.74167E-10,0.638239199,211.0603123,207.6745035,0,0,0,-7.655713012,-7.612975433,-14.4995707,13.28587553,1.22345523,0.223358704,23664.55151,-5.96933884,94.27377074,0.003924353,167.5667628,0,821.0027952,647.4655361,14572.07402,4683
,46,4.006144294,0.758068327,143.4659706,42.50331278,143.5123076,42.49921454,-3.490790603,-6369.538384,42.32241839,271.2349767,52.09437864,179.9213645,460.5790732,26.91139422,91.05282682,23503.28649,495000,424024.1596,75.37184546,98.43388392,3.14616268,0.349224458,0.076191104,-0.78191337,0.510733467,17.47369193,19004.00976,3.77919E-15,0,3.77919E-15,7.18198E-11,0.663809657,219.0963706,215.4488213,0,0,0,-7.649144995,-7.606161117,-14.4959633,13.9362613,1.319655642,0.283866543,23503.28649,-6.513631231,98.67152052,0.003924353,170.616887,0,841.9917551,664.8600793,14410.80899,4683
,46,4.006144294,0.758068327,143.4659706,42.50331278,143.5123076,42.49921454,-3.490790603,-6369.538384,42.32241839,271.2349767,52.09437864,179.9213645,460.5790732,26.91139422,91.05282682,23503.28649,495000,424024.1596,75.37184546,98.43388392,3.14616268,0.349224458,0.076191104,-0.78191337,0.510733467,17.47369193,19004.00976,3.77919E-15,0,3.77919E-15,7.18198E-11,0.663809657,219.0963706,215.4488213,0,0,0,-7.649144995,-7.606161117,-14.4959633,13.9362613,1.319655642,0.283866543,23503.28649,-6.513631231,98.67152052,0.003924353,170.616887,0,841.9917551,664.8600793,14410.80899,4683
HSPOINT,46.07302927,4.021385312,0.762999582,143.4660303,42.50330734,143.5126918,42.49917285,-3.464421015,-6369.524948,42.32253878,271.2420355,52.08554556,179.9211063,461.0993672,26.95112357,91.05902091,23491.50942,495000,424164.8543,75.3346656,98.45136238,3.162190537,0.348942937,0.076311178,-0.782033708,0.510723713,17.48527691,19074.84705,3.76914E-15,3.76914E-15,0,7.18957E-11,0.665705817,219.6905042,216.0234656,0,0,0,-7.648656657,-7.605654199,-14.49569488,13.98421747,1.326809987,0.288369148,23491.50942,-6.555191414,98.99596123,0.003924353,170.8372594,0,843.5302016,666.1365933,14399.03193,4683
,46.07302927,4.021385312,0.762999582,143.4660303,42.50330734,143.5126918,42.49917285,-3.464421015,-6369.524948,42.32253878,271.2420355,52.08554556,179.9211063,461.0993672,26.95112357,91.05902091,23491.50942,495000,424164.8543,75.3346656,98.45136238,3.162190537,0.348942937,0.076311178,-0.782033708,0.510723713,17.48527691,19074.84705,3.76914E-15,3.76914E-15,0,7.18957E-11,0.665705817,219.6905042,216.0234656,0,0,0,-7.648656657,-7.605654199,-14.49569488,13.98421747,1.326809987,0.288369148,23491.50942,-6.555191414,98.99596123,0.003924353,170.8372594,0,843.5302016,666.1365933,14399.03193,4683
,47,4.218161401,0.827654925,143.466812,42.50323535,143.5177511,42.49861712,-3.122777338,-6369.349797,42.32417055,271.3338365,51.97055747,179.9177653,467.8241708,27.44861138,91.13959456,23342.02147,495000,425961.1085,74.86320513,98.67001936,3.36193173,0.345366368,0.077824171,-0.783554176,0.510596048,17.63274159,19979.42286,3.64472E-15,0,-3.64472E-15,7.28195E-11,0.690113908,227.3184062,223.3974298,0,0,0,-7.642354415,-7.59910889,-14.49222823,14.598087,1.419160849,0.34652442,23342.02147,-7.105040874,103.1520735,0.003924353,173.6058041,0,863.1252251,682.4132226,14249.54397,4683
,48,4.437414546,0.901813031,143.4677084,42.5031511,143.5235997,42.4979598,-2.739584724,-6369.151028,42.32615837,271.4374004,51.84061813,179.9140235,475.3295144,27.97090175,91.23052607,23180.75645,495000,427918.7878,74.3558727,98.89953895,3.56999522,0.341503837,0.079432423,-0.785179048,0.510450274,17.79262408,20964.51679,1.11213E-14,1.05506E-14,3.51687E-15,2.33153E-10,0.717163525,235.7280329,231.519258,0,0,0,-7.635337993,-7.591814808,-14.48836326,15.27043624,1.522018793,0.411371991,23180.75645,-7.746494053,107.7127718,0.003924353,176.5317175,0,884.405209,700.12584,14088.27895,4683
,49,4.664017364,0.980734273,143.468662,42.50305959,143.5298731,42.49723839,-2.340862889,-6368.941713,42.32840084,271.5455713,51.70470047,179.9101338,483.0948716,28.47792335,91.32553014,23019.49142,495000,429894.4711,73.85002272,99.12044262,3.768437101,0.337641288,0.081020529,-0.786787249,0.510293896,17.95324545,21955.99341,6.7904E-15,6.7904E-15,0,1.4909E-10,0.744978648,244.3267186,239.8157297,0,0,0,-7.628092497,-7.584274959,-14.48436617,15.95233497,1.628276273,0.478448992,23019.49142,-8.440969342,112.3509246,0.003924353,179.3929088,0,905.8337525,717.9987169,13927.01393,4683
,50,4.898082276,1.064612308,143.4696752,42.50296037,143.5365914,42.49644867,-1.926264138,-6368.721474,42.33091644,271.6582211,51.56298665,179.9060906,491.119804,28.96939713,91.42448725,22858.2264,495000,431885.3323,73.3462244,99.33465932,3.9591406,0.333781705,0.082584128,-0.788377368,0.51012818,18.11452442,22950.21399,7.33285E-15,6.5587E-15,-3.27935E-15,1.6829E-10,0.773578579,253.1158129,248.2876902,0,0,0,-7.620614742,-7.576485469,-14.48023474,16.64275613,1.73797887,0.547795237,22858.2264,-9.191492403,117.0638205,0.003924353,182.1877445,0,927.4129444,736.03255,13765.74891,4683
,51,5.139720446,1.153642611,143.4707503,42.50285297,143.5437744,42.49558623,-1.495473919,-6368.489954,42.33372369,271.7752216,51.41565774,179.9018892,499.4025015,29.44502085,91.5272788,22696.96138,495000,433888.454,72.84655583,99.54311019,4.143052524,0.329939902,0.084114711,-0.789943352,0.509954779,18.2682373,23942.64145,3.54306E-15,1.58451E-15,-3.16901E-15,8.48303E-11,0.802972388,262.0951824,256.9323927,0,0,0,-7.612901594,-7.568442502,-14.47596679,17.34062511,1.851170875,0.619450623,22696.96138,-10.00247861,121.8487395,0.003924353,184.9146823,0,949.1449179,754.2265995,13604.48388,4683
,52,5.389023252,1.248016045,143.4718895,42.50273693,143.5514215,42.49464905,-1.049351576,-6368.247436,42.33683231,271.896118,51.26330814,179.8975458,507.9063077,29.9010438,91.63350778,22535.69636,495000,435900.6891,72.35097979,99.74628344,4.320657341,0.326116055,0.085612835,-0.791485662,0.509773683,18.34396904,24920.26887,0,0,0,0,0.833031394,271.2179801,265.7029233,0,0,0,-7.604950559,-7.560142875,-14.47156047,18.04477321,1.967886574,0.693449655,22535.69636,-10.92502372,126.7027452,0.003924353,187.5722799,0,971.0318519,772.5333908,13443.21886,4683
,53,5.646027156,1.347907132,143.4730948,42.50261181,143.5595307,42.49363525,-0.588786796,-6367.994179,42.34025077,272.0204986,51.10647579,179.8930751,516.5975856,30.33469743,91.74281511,22374.43134,495000,437918.4191,71.86407709,99.9484712,4.496188278,0.322339012,0.087052748,-0.792991567,0.509591754,18.41163262,25869.68477,1.07951E-14,1.03798E-14,-2.96565E-15,2.79266E-10,0.86362218,280.4437327,274.5513376,0,0,0,-7.596760912,-7.551585234,-14.46701491,18.75385123,2.088133783,0.769811029,22374.43134,-12.00376971,131.6223124,0.003924353,190.1592149,0,993.0759722,790.9118301,13281.95384,4683
,54,5.910749967,1.453483034,143.4743684,42.50247717,143.5681104,42.49254143,-0.113922027,-6367.730128,42.34399201,272.1481778,50.94541168,179.8884776,525.464826,30.74619096,91.85503506,22213.16631,495000,439937.8973,71.38486761,100.1492003,4.669179363,0.318603185,0.088440166,-0.794464543,0.509407928,18.47134589,26785.16305,4.06209E-15,2.87233E-15,2.87233E-15,1.08804E-10,0.894740234,289.76491,283.4709697,0,0,0,-7.588332524,-7.542768842,-14.46232954,19.46645416,2.211910824,0.848548327,22213.16631,-13.25010866,136.6038388,0.003924353,192.6743025,0,1015.279553,809.3539841,13120.68882,4683
,55,6.183201231,1.564906532,143.4757119,42.50233256,143.5771695,42.49136432,0.375052716,-6367.455145,42.34806718,272.2789453,50.78040004,179.8837542,534.4978339,31.13564979,91.96997955,22051.90129,495000,441955.3565,70.91079642,100.3463633,4.837568706,0.314893519,0.089790624,-0.795912309,0.509218334,18.52329003,27661.51937,1.12229E-14,9.74424E-15,5.56814E-15,3.10444E-10,0.926389158,299.1740839,292.4575873,0,0,0,-7.57966553,-7.533693232,-14.45750396,20.18116295,2.339211362,0.929673091,22051.90129,-14.67532775,141.6437873,0.003924353,195.116502,0,1037.644917,827.8519302,12959.4238,4683
,56,6.463382181,1.682336857,143.4771274,42.50217753,143.5867159,42.49010074,0.877926039,-6367.169106,42.35248607,272.4125865,50.611731,179.8789054,543.6864716,31.50331355,92.08745654,21890.63627,495000,443967.0284,70.44107441,100.5399698,5.001357613,0.311205061,0.091108148,-0.797337515,0.509022202,18.56780434,28493.33565,2.70053E-15,2.70053E-15,0,7.6947E-11,0.958566912,308.6641266,301.5050206,0,0,0,-7.570760332,-7.524358214,-14.4525379,20.89655403,2.47002435,1.013194813,21890.63627,-16.29028184,146.7386847,0.003924353,197.4849211,0,1060.174441,846.3980808,12798.15877,4683
,57,6.751286134,1.8059297,143.4786167,42.50201164,143.5967573,42.48874733,1.394462062,-6366.871873,42.35725898,272.5489354,50.43962808,179.8739321,553.0210969,31.84947425,92.20731894,21729.37125,495000,445969.1662,69.97537004,100.7368357,5.166962783,0.307527265,0.092377892,-0.798742682,0.508825544,18.60536244,29275.3038,0,0,0,0,0.991270727,318.2282835,310.606735,0,0,0,-7.561617585,-7.514763858,-14.44743124,21.61121092,2.604334184,1.099121058,21729.37125,-18.10535283,151.8851332,0.003924353,199.7788201,0,1082.870552,864.9852212,12636.89375,4683
,58,7.046908788,1.935840978,143.4801815,42.50183443,143.6073222,42.4872976,1.925507111,-6366.562678,42.36240702,272.6881353,50.26392271,179.8688161,562.522206,32.17685723,92.32968416,21568.10623,495000,447958.1328,69.5142345,100.9346716,5.332220523,0.303867471,0.093603443,-0.80012615,0.50862668,18.73660902,30009.15522,8.15148E-15,6.36523E-15,-5.09219E-15,2.44619E-10,1.024615271,327.8979189,319.7926706,0,0,0,-7.552237868,-7.504910147,-14.44218381,22.32375986,2.742125455,1.18746052,21568.10623,-20.09259619,157.0799136,0.003924353,201.9976145,0,1105.735731,883.6443627,12475.62873,4683
,59,7.350313825,2.072250839,143.4818239,42.50164538,143.6184771,42.48573884,2.47380493,-6366.239735,42.36797458,272.8308711,50.08375494,179.8635081,572.2573194,32.49157096,92.4551365,21406.84121,495000,449930.8268,69.06201457,101.1476157,5.510512805,0.300239155,0.094731908,-0.801478634,0.508443031,18.90561872,30705.94568,6.1844E-15,6.1844E-15,0,1.89898E-10,1.058882227,337.7628363,329.1436123,0,0,0,-7.542619583,-7.494794791,-14.43679421,23.03303461,2.88341342,1.278242596,21406.84121,-22.16526219,162.3206,0.003924353,204.1408646,0,1128.772516,902.4652321,12314.36371,4683
,60,7.661608429,2.215355069,143.4835464,42.50144392,143.6302467,42.48406393,3.039951259,-6365.902509,42.37398417,272.9771701,49.89910193,179.8579979,582.2314209,32.79432713,92.58369625,21245.57618,495000,451884.4655,68.61964641,101.3609737,5.688073118,0.296669111,0.095797537,-0.802795311,0.508261704,19.07786582,31362.37052,1.2021E-15,-1.2021E-15,0,3.77008E-11,1.094117008,347.8320332,338.6652737,0,0,0,-7.532759738,-7.484414033,-14.43126027,23.73800507,3.028232408,1.371510161,21245.57618,-24.31743935,167.6052581,0.003924353,206.2082564,0,1151.983504,921.4566503,12153.09869,4683
,61,7.980902095,2.365349312,143.485351,42.50122948,143.6426518,42.48226628,3.624431765,-6365.550636,42.3804537,273.1269443,49.71009332,179.8522779,592.444218,33.08566052,92.71528106,21084.31116,495000,453816.3003,68.18715374,101.5748045,5.864982423,0.293158246,0.096800906,-0.804076754,0.508083065,19.25358388,31974.60594,1.05178E-14,1.05178E-14,0,3.36304E-10,1.130358324,358.1089883,348.3606774,0,0,0,-7.522655265,-7.473764033,-14.42557977,24.43767657,3.176616551,1.467307335,21084.31116,-26.54849945,172.9320339,0.003924353,208.1995995,0,1175.371347,940.6220909,11991.83367,4683
,62,8.308306806,2.522429329,143.4872402,42.50100145,143.6557159,42.4803392,4.227716096,-6365.183607,42.3873989,273.2800694,49.51690822,179.8463401,602.89715,33.36588278,92.84977532,20923.04614,495000,455723.6261,67.75918799,101.7852032,6.037400039,0.289673115,0.097772834,-0.805337759,0.507898665,19.43283922,32541.12033,8.19472E-15,6.81842E-15,4.54561E-15,2.66665E-10,1.167687882,368.5972799,358.2454119,0,0,0,-7.512303019,-7.462840863,-14.41975045,25.13109478,3.328599796,1.565679553,20923.04614,-28.85777989,178.2991512,0.003924353,210.1148288,0,1198.938763,959.9649971,11830.56864,4683
,63,8.643936464,2.686792731,143.4892161,42.50075922,143.6694638,42.47827573,4.850292178,-6364.800859,42.39483457,273.4364173,49.31973168,179.8401759,613.5923611,33.63528091,92.98705962,20761.78112,495000,457603.7857,67.33051387,101.9903574,6.203424306,0.28617798,0.098738021,-0.80659278,0.507701737,19.61679505,33060.75157,4.42106E-15,-4.42106E-15,0,1.46164E-10,1.206198424,379.3008655,368.3375315,0,0,0,-7.501699798,-7.451640523,-14.41376999,25.81734618,3.484215551,1.666673449,20761.78112,-31.24418084,183.7048908,0.003924353,211.9540064,0,1222.68853,979.4891857,11669.30362,4683
,64,8.987907963,2.858641546,143.4912812,42.50050217,143.683927,42.47606809,5.492754725,-6364.401569,42.40277586,273.5958843,49.11871957,179.8337738,624.5371814,33.89410667,93.12703436,20600.5161,495000,459454.1841,66.899241,102.1894506,6.36221675,0.282660324,0.099706388,-0.807846801,0.507489235,19.81070034,33531.54295,6.45097E-15,6.45097E-15,0,2.16311E-10,1.245973314,390.2279641,378.6512108,0,0,0,-7.49084232,-7.440158909,-14.40763603,26.49556132,3.643497089,1.770337225,20600.5161,-33.70246354,189.1475823,0.003924353,213.717323,0,1246.623493,999.2025485,11508.0386,4683
,65,9.340343196,3.038184465,143.4934379,42.50022966,143.6991374,42.47370874,6.155686792,-6363.984905,42.41123284,273.7582897,48.91413201,179.8271224,635.7380321,34.14254956,93.26952972,20439.25107,495000,461272.3061,66.45774419,102.3710841,6.502906338,0.279079919,0.100739468,-0.809118006,0.507241571,20.0087503,33954.42098,0,0,0,0,1.287155616,401.3856935,389.2176287,0,0,0,-7.479727162,-7.428391747,-14.40134609,27.16491976,3.806478374,1.876721312,20439.25107,-36.22843053,194.6256086,0.003924353,215.4050981,0,1270.746561,1019.111874,11346.77358,4683
,66,9.701365838,3.225636256,143.4956887,42.49994103,143.7151265,42.47119027,6.839617248,-6363.550056,42.42021154,273.9234098,48.70628615,179.8202112,647.1993294,34.3807092,93.41433738,20277.98605,495000,463055.7066,66.02121108,102.5459018,6.636131228,0.275535517,0.101754817,-0.810366546,0.506983429,20.21184421,34318.34018,4.07111E-15,4.07111E-15,0,1.39714E-10,1.329666446,412.77894,399.9997275,0,0,0,-7.468350868,-7.416334699,-14.39489768,27.82464442,3.973192499,1.985877453,20277.98605,-38.82004556,200.1373741,0.003924353,217.017781,0,1295.060715,1039.221731,11185.50856,4683
,67,10.07110224,3.421215131,143.498036,42.49963563,143.7319245,42.46850517,7.545151985,-6363.096308,42.42971538,274.0910111,48.49551297,179.8130294,658.9245597,34.60892332,93.56123965,20116.72103,495000,464802.0239,65.58438793,102.7075932,6.75589581,0.271997752,0.102791727,-0.811605357,0.506702898,20.42004236,34622.84802,3.96196E-15,3.96196E-15,0,1.37174E-10,1.373626599,424.4130051,411.0200529,0,0,0,-7.456709914,-7.403983338,-14.38828825,28.47400942,4.143671997,2.097858961,20116.72103,-41.47459383,205.6813331,0.003924353,218.5559504,0,1319.569006,1059.537304,11024.24353,4683
,68,10.4496805,3.625144848,143.5004826,42.4993128,143.7495721,42.46564675,8.27289958,-6362.622483,42.439733,274.26067,48.28240508,179.8055631,670.9233085,34.82711575,93.70984178,19955.45601,495000,466508.9844,65.12785382,102.8343037,6.84126711,0.268354041,0.103988119,-0.812881046,0.506356579,20.6518644,34875.81886,3.85565E-15,3.85565E-15,0,1.34469E-10,1.419333512,436.2963103,422.352261,0,0,0,-7.444800744,-7.391333181,-14.38151521,29.11233642,4.317948348,2.21272052,19955.45601,-44.18668228,211.2559652,0.003924353,220.020315,0,1344.27456,1080.066406,10862.97851,4683
,69,10.83724668,3.837667927,143.5030311,42.49897186,143.7681434,42.46260415,9.024696825,-6362.126479,42.45025782,274.4321195,48.06737261,179.7977771,683.2344916,35.03652298,93.85987224,19794.19099,495000,468174.4795,64.65176187,102.9170605,6.884321545,0.264620486,0.105377961,-0.814188783,0.50593291,20.91691676,35080.28734,5.62767E-15,5.62767E-15,0,1.9742E-10,1.46701214,448.4706122,434.0457099,0,0,0,-7.432619285,-7.378379153,-14.37457565,29.7390157,4.496059347,2.330523247,19794.19099,-46.91757274,216.8598421,0.003924353,221.4117113,0,1369.180579,1100.850137,10701.71349,4683
,70,11.23396972,4.059048457,143.5056848,42.49861217,143.7876963,42.45936944,9.801650739,-6361.606666,42.4612664,274.6048826,47.85109304,179.7896492,695.8766415,35.23731072,94.01087836,19632.92596,495000,469793.6711,64.17057592,102.9798426,6.907941692,0.260871592,0.10684068,-0.815494133,0.505470474,21.2043342,35004.34619,1.82531E-15,-1.82531E-15,0,6.38937E-11,1.511758437,460.9541328,446.0739594,0,0,0,-7.420160793,-7.365115428,-14.36746629,30.35350974,4.678051251,2.451336294,19632.92596,-49.65199361,222.4916486,0.003924353,222.7311293,0,1394.290341,1121.90606,10540.44847,4683
